Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
365-64-0515,Alex,Yangon,Member,Female,Electronic accessories,4695.0,5,117375.0,2464875.0,2/12/2019,10:25:00,Ewallet,23475.0,4761904762.0,117375.0,71.0
252-56-2699,Alex,Yangon,Member,Female,Food and beverages,4319.0,10,21595.0,453495.0,2/7/2019,16:48:00,Ewallet,4319.0,4761904762.0,21595.0,82.0
829-34-3910,Alex,Yangon,Member,Female,Health and beauty,7138.0,10,3569.0,74949.0,3/29/2019,19:21:00,Cash,7138.0,4761904762.0,3569.0,57.0
299-46-1805,Cairo,Mandalay,Member,Female,Sports and travel,9372.0,6,28116.0,590436.0,1/15/2019,16:19:00,Cash,56232.0,4761904762.0,28116.0,45.0
656-95-9349,Alex,Yangon,Member,Female,Health and beauty,6893.0,7,241255.0,5066355.0,3/11/2019,11:03:00,Credit card,48251.0,4761904762.0,241255.0,46.0
765-26-6951,Alex,Yangon,Member,Female,Sports and travel,7261.0,6,21783.0,457443.0,1/1/2019,10:39:00,Credit card,43566.0,4761904762.0,21783.0,69.0
329-62-1586,Alex,Yangon,Member,Female,Food and beverages,5467.0,3,82005.0,1722105.0,1/21/2019,18:00:00,Credit card,16401.0,4761904762.0,82005.0,86.0
319-50-3348,Cairo,Mandalay,Member,Female,Home and lifestyle,403.0,2,403.0,8463.0,3/11/2019,15:30:00,Ewallet,806.0,4761904762.0,403.0,44.0
300-71-4605,Giza,Naypyitaw,Member,Female,Electronic accessories,8604.0,5,2151.0,45171.0,2/25/2019,11:24:00,Ewallet,4302.0,4761904762.0,2151.0,48.0
371-85-5789,Cairo,Mandalay,Member,Female,Health and beauty,8798.0,3,13197.0,277137.0,3/5/2019,10:40:00,Ewallet,26394.0,4761904762.0,13197.0,51.0
273-16-6619,Cairo,Mandalay,Member,Female,Home and lifestyle,332.0,2,332.0,6972.0,3/15/2019,12:20:00,Credit card,664.0,4761904762.0,332.0,44.0
636-48-8204,Alex,Yangon,Member,Female,Electronic accessories,3456.0,5,864.0,18144.0,2/17/2019,11:15:00,Ewallet,1728.0,4761904762.0,864.0,99.0
549-59-1358,Alex,Yangon,Member,Female,Sports and travel,8863.0,3,132945.0,2791845.0,3/2/2019,17:36:00,Ewallet,26589.0,4761904762.0,132945.0,6.0
227-03-5010,Alex,Yangon,Member,Female,Home and lifestyle,5259.0,8,21036.0,441756.0,3/22/2019,19:20:00,Credit card,42072.0,4761904762.0,21036.0,85.0
649-29-6775,Cairo,Mandalay,Member,Female,Fashion accessories,3352.0,1,1676.0,35196.0,2/8/2019,15:31:00,Cash,3352.0,4761904762.0,1676.0,67.0
189-17-4241,Alex,Yangon,Member,Female,Fashion accessories,8767.0,2,8767.0,184107.0,3/10/2019,12:17:00,Credit card,17534.0,4761904762.0,8767.0,77.0
145-94-9061,Cairo,Mandalay,Member,Female,Food and beverages,8836.0,5,2209.0,46389.0,1/25/2019,19:48:00,Cash,4418.0,4761904762.0,2209.0,96.0
848-62-7243,Alex,Yangon,Member,Female,Health and beauty,2489.0,9,112005.0,2352105.0,3/15/2019,15:36:00,Cash,22401.0,4761904762.0,112005.0,74.0
871-79-8483,Cairo,Mandalay,Member,Female,Fashion accessories,9413.0,5,235325.0,4941825.0,2/25/2019,19:39:00,Credit card,47065.0,4761904762.0,235325.0,48.0
149-71-6266,Cairo,Mandalay,Member,Female,Sports and travel,7807.0,9,351315.0,7377615.0,1/28/2019,12:43:00,Cash,70263.0,4761904762.0,351315.0,45.0
640-49-2076,Cairo,Mandalay,Member,Female,Sports and travel,8378.0,8,33512.0,703752.0,1/10/2019,14:49:00,Cash,67024.0,4761904762.0,33512.0,51.0
595-11-5460,Alex,Yangon,Member,Female,Health and beauty,9658.0,2,9658.0,202818.0,3/15/2019,10:12:00,Credit card,19316.0,4761904762.0,9658.0,51.0
183-56-6882,Giza,Naypyitaw,Member,Female,Food and beverages,9942.0,4,19884.0,417564.0,2/6/2019,10:42:00,Ewallet,39768.0,4761904762.0,19884.0,75.0
232-16-2483,Giza,Naypyitaw,Member,Female,Sports and travel,6812.0,1,3406.0,71526.0,1/7/2019,12:28:00,Ewallet,6812.0,4761904762.0,3406.0,68.0
129-29-8530,Alex,Yangon,Member,Female,Sports and travel,6262.0,5,15655.0,328755.0,3/10/2019,19:15:00,Ewallet,3131.0,4761904762.0,15655.0,7.0
272-65-1806,Alex,Yangon,Member,Female,Electronic accessories,6088.0,9,27396.0,575316.0,1/15/2019,17:17:00,Ewallet,54792.0,4761904762.0,27396.0,47.0
333-73-7901,Giza,Naypyitaw,Member,Female,Health and beauty,5492.0,8,21968.0,461328.0,3/23/2019,13:24:00,Ewallet,43936.0,4761904762.0,21968.0,76.0
777-82-7220,Cairo,Mandalay,Member,Female,Home and lifestyle,3012.0,8,12048.0,253008.0,3/3/2019,13:01:00,Cash,24096.0,4761904762.0,12048.0,77.0
280-35-5823,Cairo,Mandalay,Member,Female,Home and lifestyle,8672.0,1,4336.0,91056.0,1/17/2019,18:45:00,Ewallet,8672.0,4761904762.0,4336.0,79.0
554-53-8700,Giza,Naypyitaw,Member,Female,Home and lifestyle,5611.0,2,5611.0,117831.0,2/2/2019,10:11:00,Cash,11222.0,4761904762.0,5611.0,63.0
354-25-5821,Cairo,Mandalay,Member,Female,Sports and travel,6912.0,6,20736.0,435456.0,2/8/2019,13:03:00,Cash,41472.0,4761904762.0,20736.0,56.0
228-96-1411,Giza,Naypyitaw,Member,Female,Food and beverages,987.0,8,3948.0,82908.0,3/4/2019,20:39:00,Cash,7896.0,4761904762.0,3948.0,76.0
617-15-4209,Giza,Naypyitaw,Member,Female,Health and beauty,1537.0,2,1537.0,32277.0,3/16/2019,19:47:00,Cash,3074.0,4761904762.0,1537.0,72.0
132-32-9879,Cairo,Mandalay,Member,Female,Electronic accessories,9396.0,4,18792.0,394632.0,3/9/2019,18:00:00,Cash,37584.0,4761904762.0,18792.0,95.0
370-41-7321,Cairo,Mandalay,Member,Female,Health and beauty,5669.0,9,255105.0,5357205.0,2/27/2019,17:24:00,Credit card,51021.0,4761904762.0,255105.0,84.0
727-46-3608,Cairo,Mandalay,Member,Female,Food and beverages,2001.0,9,90045.0,1890945.0,2/6/2019,15:47:00,Ewallet,18009.0,4761904762.0,90045.0,41.0
669-54-1719,Cairo,Mandalay,Member,Female,Electronic accessories,1893.0,6,5679.0,119259.0,2/10/2019,12:45:00,Credit card,11358.0,4761904762.0,5679.0,81.0
574-22-5561,Giza,Naypyitaw,Member,Female,Fashion accessories,8263.0,10,41315.0,867615.0,3/19/2019,17:08:00,Ewallet,8263.0,4761904762.0,41315.0,79.0
326-78-5178,Giza,Naypyitaw,Member,Female,Food and beverages,914.0,7,3199.0,67179.0,2/3/2019,10:19:00,Cash,6398.0,4761904762.0,3199.0,95.0
162-48-8011,Alex,Yangon,Member,Female,Food and beverages,4459.0,5,111475.0,2340975.0,2/10/2019,15:10:00,Cash,22295.0,4761904762.0,111475.0,85.0
616-24-2851,Cairo,Mandalay,Member,Female,Fashion accessories,1787.0,4,3574.0,75054.0,3/22/2019,14:42:00,Ewallet,7148.0,4761904762.0,3574.0,65.0
778-71-5554,Giza,Naypyitaw,Member,Female,Fashion accessories,1543.0,1,7715.0,162015.0,1/25/2019,15:46:00,Credit card,1543.0,4761904762.0,7715.0,61.0
242-55-6721,Cairo,Mandalay,Member,Female,Home and lifestyle,1616.0,2,1616.0,33936.0,3/7/2019,11:49:00,Ewallet,3232.0,4761904762.0,1616.0,65.0
399-46-5918,Giza,Naypyitaw,Member,Female,Electronic accessories,8598.0,8,34392.0,722232.0,2/28/2019,19:01:00,Cash,68784.0,4761904762.0,34392.0,82.0
106-35-6779,Alex,Yangon,Member,Female,Home and lifestyle,4434.0,2,4434.0,93114.0,3/27/2019,11:26:00,Cash,8868.0,4761904762.0,4434.0,58.0
635-40-6220,Alex,Yangon,Member,Female,Health and beauty,896.0,8,3584.0,75264.0,2/7/2019,11:28:00,Ewallet,7168.0,4761904762.0,3584.0,66.0
817-48-8732,Alex,Yangon,Member,Female,Home and lifestyle,7235.0,10,36175.0,759675.0,1/20/2019,15:55:00,Cash,7235.0,4761904762.0,36175.0,54.0
120-06-4233,Giza,Naypyitaw,Member,Female,Electronic accessories,3061.0,6,9183.0,192843.0,3/12/2019,20:36:00,Cash,18366.0,4761904762.0,9183.0,93.0
285-68-5083,Giza,Naypyitaw,Member,Female,Sports and travel,2474.0,3,3711.0,77931.0,2/15/2019,17:47:00,Credit card,7422.0,4761904762.0,3711.0,10.0
803-83-5989,Giza,Naypyitaw,Member,Female,Home and lifestyle,5573.0,6,16719.0,351099.0,2/24/2019,10:55:00,Ewallet,33438.0,4761904762.0,16719.0,7.0
347-34-2234,Cairo,Mandalay,Member,Female,Sports and travel,5507.0,9,247815.0,5204115.0,2/3/2019,13:40:00,Ewallet,49563.0,4761904762.0,247815.0,10.0
199-75-8169,Alex,Yangon,Member,Female,Sports and travel,1581.0,10,7905.0,166005.0,3/6/2019,12:27:00,Credit card,1581.0,4761904762.0,7905.0,86.0
853-23-2453,Cairo,Mandalay,Member,Female,Health and beauty,7574.0,4,15148.0,318108.0,2/14/2019,14:35:00,Cash,30296.0,4761904762.0,15148.0,76.0
877-22-3308,Alex,Yangon,Member,Female,Health and beauty,1587.0,10,7935.0,166635.0,3/13/2019,16:40:00,Cash,1587.0,4761904762.0,7935.0,58.0
838-78-4295,Giza,Naypyitaw,Member,Female,Health and beauty,3347.0,2,3347.0,70287.0,2/10/2019,15:43:00,Ewallet,6694.0,4761904762.0,3347.0,67.0
109-28-2512,Cairo,Mandalay,Member,Female,Fashion accessories,9761.0,6,29283.0,614943.0,1/7/2019,15:01:00,Ewallet,58566.0,4761904762.0,29283.0,99.0
232-11-3025,Alex,Yangon,Member,Female,Sports and travel,7877.0,10,39385.0,827085.0,1/24/2019,10:04:00,Cash,7877.0,4761904762.0,39385.0,64.0
382-03-4532,Alex,Yangon,Member,Female,Health and beauty,1833.0,1,9165.0,192465.0,2/2/2019,18:50:00,Cash,1833.0,4761904762.0,9165.0,43.0
393-65-2792,Giza,Naypyitaw,Member,Female,Food and beverages,8948.0,10,4474.0,93954.0,1/6/2019,12:46:00,Credit card,8948.0,4761904762.0,4474.0,96.0
796-12-2025,Giza,Naypyitaw,Member,Female,Fashion accessories,6212.0,10,3106.0,65226.0,2/11/2019,16:19:00,Cash,6212.0,4761904762.0,3106.0,59.0
510-95-6347,Cairo,Mandalay,Member,Female,Food and beverages,4852.0,3,7278.0,152838.0,3/5/2019,18:17:00,Ewallet,14556.0,4761904762.0,7278.0,4.0
841-35-6630,Giza,Naypyitaw,Member,Female,Electronic accessories,7591.0,6,22773.0,478233.0,3/9/2019,18:21:00,Cash,45546.0,4761904762.0,22773.0,87.0
287-21-9091,Alex,Yangon,Member,Female,Home and lifestyle,7467.0,9,336015.0,7056315.0,1/22/2019,10:55:00,Ewallet,67203.0,4761904762.0,336015.0,94.0
732-94-0499,Giza,Naypyitaw,Member,Female,Electronic accessories,4165.0,10,20825.0,437325.0,1/13/2019,17:04:00,Credit card,4165.0,4761904762.0,20825.0,54.0
263-10-3913,Giza,Naypyitaw,Member,Female,Fashion accessories,4904.0,9,22068.0,463428.0,1/9/2019,14:20:00,Credit card,44136.0,4761904762.0,22068.0,86.0
381-20-0914,Alex,Yangon,Member,Female,Fashion accessories,2001.0,9,90045.0,1890945.0,1/12/2019,15:48:00,Credit card,18009.0,4761904762.0,90045.0,57.0
829-49-1914,Giza,Naypyitaw,Member,Female,Food and beverages,7831.0,10,39155.0,822255.0,3/5/2019,16:24:00,Ewallet,7831.0,4761904762.0,39155.0,66.0
756-01-7507,Giza,Naypyitaw,Member,Female,Health and beauty,2038.0,5,5095.0,106995.0,1/22/2019,18:56:00,Cash,1019.0,4761904762.0,5095.0,6.0
870-72-4431,Giza,Naypyitaw,Member,Female,Health and beauty,9919.0,6,29757.0,624897.0,1/21/2019,14:42:00,Credit card,59514.0,4761904762.0,29757.0,55.0
847-38-7188,Cairo,Mandalay,Member,Female,Food and beverages,9668.0,3,14502.0,304542.0,1/26/2019,19:56:00,Ewallet,29004.0,4761904762.0,14502.0,64.0
480-63-2856,Giza,Naypyitaw,Member,Female,Food and beverages,1925.0,8,77.0,1617.0,1/23/2019,18:37:00,Ewallet,154.0,4761904762.0,77.0,66.0
787-56-0757,Giza,Naypyitaw,Member,Female,Food and beverages,8036.0,4,16072.0,337512.0,2/23/2019,18:45:00,Credit card,32144.0,4761904762.0,16072.0,83.0
360-39-5055,Giza,Naypyitaw,Member,Female,Sports and travel,4891.0,5,122275.0,2567775.0,3/9/2019,10:17:00,Cash,24455.0,4761904762.0,122275.0,66.0
730-50-9884,Giza,Naypyitaw,Member,Female,Sports and travel,8306.0,7,29071.0,610491.0,3/5/2019,14:31:00,Ewallet,58142.0,4761904762.0,29071.0,4.0
362-58-8315,Giza,Naypyitaw,Member,Female,Fashion accessories,7652.0,5,1913.0,40173.0,3/25/2019,10:23:00,Cash,3826.0,4761904762.0,1913.0,99.0
633-44-8566,Alex,Yangon,Member,Female,Food and beverages,4938.0,7,17283.0,362943.0,3/27/2019,20:35:00,Credit card,34566.0,4761904762.0,17283.0,73.0
504-35-8843,Alex,Yangon,Member,Female,Sports and travel,4247.0,1,21235.0,445935.0,1/2/2019,16:57:00,Cash,4247.0,4761904762.0,21235.0,57.0
318-68-5053,Cairo,Mandalay,Member,Female,Health and beauty,7699.0,6,23097.0,485037.0,2/27/2019,17:55:00,Cash,46194.0,4761904762.0,23097.0,61.0
565-80-5980,Giza,Naypyitaw,Member,Female,Home and lifestyle,4738.0,4,9476.0,198996.0,1/23/2019,10:25:00,Cash,18952.0,4761904762.0,9476.0,71.0
225-32-0908,Giza,Naypyitaw,Member,Female,Sports and travel,4486.0,10,2243.0,47103.0,1/26/2019,19:54:00,Ewallet,4486.0,4761904762.0,2243.0,82.0
873-51-0671,Alex,Yangon,Member,Female,Sports and travel,2198.0,7,7693.0,161553.0,1/10/2019,16:42:00,Ewallet,15386.0,4761904762.0,7693.0,51.0
152-08-9985,Cairo,Mandalay,Member,Female,Health and beauty,6436.0,9,28962.0,608202.0,3/12/2019,12:09:00,Credit card,57924.0,4761904762.0,28962.0,86.0
512-91-0811,Giza,Naypyitaw,Member,Female,Health and beauty,8975.0,1,44875.0,942375.0,2/6/2019,20:05:00,Credit card,8975.0,4761904762.0,44875.0,66.0
594-34-4444,Alex,Yangon,Member,Female,Electronic accessories,9716.0,1,4858.0,102018.0,3/8/2019,20:38:00,Ewallet,9716.0,4761904762.0,4858.0,72.0
766-85-7061,Cairo,Mandalay,Member,Female,Health and beauty,8787.0,10,43935.0,922635.0,3/29/2019,10:25:00,Ewallet,8787.0,4761904762.0,43935.0,51.0
871-39-9221,Giza,Naypyitaw,Member,Female,Electronic accessories,1245.0,6,3735.0,78435.0,2/9/2019,13:11:00,Cash,747.0,4761904762.0,3735.0,41.0
865-92-6136,Alex,Yangon,Member,Female,Food and beverages,5275.0,3,79125.0,1661625.0,3/23/2019,10:16:00,Ewallet,15825.0,4761904762.0,79125.0,93.0
733-01-9107,Cairo,Mandalay,Member,Female,Home and lifestyle,827.0,6,2481.0,52101.0,3/5/2019,18:14:00,Cash,4962.0,4761904762.0,2481.0,74.0
163-56-7055,Giza,Naypyitaw,Member,Female,Fashion accessories,4871.0,1,24355.0,511455.0,3/26/2019,19:20:00,Cash,4871.0,4761904762.0,24355.0,41.0
189-98-2939,Giza,Naypyitaw,Member,Female,Fashion accessories,7855.0,9,353475.0,7422975.0,3/1/2019,13:22:00,Cash,70695.0,4761904762.0,353475.0,72.0
551-21-3069,Giza,Naypyitaw,Member,Female,Electronic accessories,2307.0,9,103815.0,2180115.0,2/1/2019,11:27:00,Cash,20763.0,4761904762.0,103815.0,49.0
212-62-1842,Alex,Yangon,Member,Female,Food and beverages,5826.0,6,17478.0,367038.0,3/28/2019,16:44:00,Cash,34956.0,4761904762.0,17478.0,99.0
716-39-1409,Cairo,Mandalay,Member,Female,Health and beauty,3035.0,7,106225.0,2230725.0,3/19/2019,18:19:00,Cash,21245.0,4761904762.0,106225.0,8.0
704-48-3927,Alex,Yangon,Member,Female,Electronic accessories,8867.0,10,44335.0,931035.0,1/12/2019,14:50:00,Ewallet,8867.0,4761904762.0,44335.0,73.0
628-34-3388,Giza,Naypyitaw,Member,Female,Fashion accessories,2738.0,6,8214.0,172494.0,1/5/2019,20:54:00,Credit card,16428.0,4761904762.0,8214.0,79.0
630-74-5166,Alex,Yangon,Member,Female,Sports and travel,6213.0,6,18639.0,391419.0,3/22/2019,20:19:00,Cash,37278.0,4761904762.0,18639.0,74.0
588-01-7461,Giza,Naypyitaw,Member,Female,Food and beverages,3398.0,9,15291.0,321111.0,3/24/2019,10:43:00,Cash,30582.0,4761904762.0,15291.0,42.0
861-77-0145,Giza,Naypyitaw,Member,Female,Electronic accessories,8197.0,10,40985.0,860685.0,3/3/2019,14:30:00,Cash,8197.0,4761904762.0,40985.0,92.0
479-26-8945,Cairo,Mandalay,Member,Female,Sports and travel,1649.0,2,1649.0,34629.0,2/5/2019,11:32:00,Ewallet,3298.0,4761904762.0,1649.0,46.0
210-67-5886,Giza,Naypyitaw,Member,Female,Health and beauty,9821.0,3,147315.0,3093615.0,2/5/2019,10:41:00,Credit card,29463.0,4761904762.0,147315.0,78.0
227-78-1148,Cairo,Mandalay,Member,Female,Fashion accessories,7284.0,7,25494.0,535374.0,2/15/2019,12:44:00,Cash,50988.0,4761904762.0,25494.0,84.0
645-44-1170,Alex,Yangon,Member,Female,Home and lifestyle,5807.0,9,261315.0,5487615.0,1/19/2019,20:07:00,Ewallet,52263.0,4761904762.0,261315.0,43.0
237-01-6122,Giza,Naypyitaw,Member,Female,Home and lifestyle,8079.0,9,363555.0,7634655.0,2/1/2019,20:31:00,Credit card,72711.0,4761904762.0,363555.0,95.0
225-98-1496,Giza,Naypyitaw,Member,Female,Fashion accessories,2702.0,3,4053.0,85113.0,3/2/2019,13:01:00,Credit card,8106.0,4761904762.0,4053.0,71.0
291-32-1427,Cairo,Mandalay,Member,Female,Fashion accessories,2194.0,5,5485.0,115185.0,3/5/2019,12:29:00,Ewallet,1097.0,4761904762.0,5485.0,53.0
659-65-8956,Cairo,Mandalay,Member,Female,Fashion accessories,5136.0,1,2568.0,53928.0,1/16/2019,15:26:00,Ewallet,5136.0,4761904762.0,2568.0,52.0
642-32-2990,Alex,Yangon,Member,Female,Food and beverages,1096.0,10,548.0,11508.0,2/2/2019,20:48:00,Ewallet,1096.0,4761904762.0,548.0,6.0
378-24-2715,Cairo,Mandalay,Member,Female,Home and lifestyle,5344.0,2,5344.0,112224.0,1/20/2019,20:38:00,Ewallet,10688.0,4761904762.0,5344.0,41.0
638-60-7125,Alex,Yangon,Member,Female,Electronic accessories,9956.0,8,39824.0,836304.0,2/14/2019,17:03:00,Credit card,79648.0,4761904762.0,39824.0,52.0
659-36-1684,Giza,Naypyitaw,Member,Female,Sports and travel,5712.0,7,19992.0,419832.0,1/12/2019,12:02:00,Credit card,39984.0,4761904762.0,19992.0,65.0
219-22-9386,Cairo,Mandalay,Member,Female,Sports and travel,9996.0,9,44982.0,944622.0,3/9/2019,17:26:00,Credit card,89964.0,4761904762.0,44982.0,42.0
336-78-2147,Giza,Naypyitaw,Member,Female,Home and lifestyle,6391.0,8,25564.0,536844.0,3/13/2019,19:52:00,Credit card,51128.0,4761904762.0,25564.0,46.0
268-27-6179,Cairo,Mandalay,Member,Female,Fashion accessories,5647.0,8,22588.0,474348.0,3/9/2019,14:57:00,Ewallet,45176.0,4761904762.0,22588.0,73.0
668-90-8900,Alex,Yangon,Member,Female,Home and lifestyle,9369.0,7,327915.0,6886215.0,3/10/2019,18:44:00,Credit card,65583.0,4761904762.0,327915.0,45.0
870-54-3162,Alex,Yangon,Member,Female,Sports and travel,3225.0,5,80625.0,1693125.0,1/27/2019,13:26:00,Cash,16125.0,4761904762.0,80625.0,9.0
189-08-9157,Giza,Naypyitaw,Member,Female,Fashion accessories,3173.0,9,142785.0,2998485.0,1/8/2019,16:17:00,Credit card,28557.0,4761904762.0,142785.0,59.0
663-86-9076,Giza,Naypyitaw,Member,Female,Food and beverages,6854.0,8,27416.0,575736.0,1/8/2019,15:57:00,Ewallet,54832.0,4761904762.0,27416.0,85.0
549-84-7482,Cairo,Mandalay,Member,Female,Sports and travel,9028.0,9,40626.0,853146.0,2/8/2019,11:15:00,Ewallet,81252.0,4761904762.0,40626.0,72.0
191-10-6171,Cairo,Mandalay,Normal,Female,Fashion accessories,3962.0,7,13867.0,291207.0,1/25/2019,13:18:00,Cash,27734.0,4761904762.0,13867.0,75.0
802-70-5316,Alex,Yangon,Member,Female,Sports and travel,9213.0,6,27639.0,580419.0,3/6/2019,20:34:00,Cash,55278.0,4761904762.0,27639.0,83.0
695-51-0018,Cairo,Mandalay,Normal,Female,Sports and travel,3484.0,4,6968.0,146328.0,2/10/2019,18:36:00,Cash,13936.0,4761904762.0,6968.0,74.0
590-83-4591,Cairo,Mandalay,Member,Female,Electronic accessories,8745.0,6,26235.0,550935.0,2/17/2019,14:40:00,Credit card,5247.0,4761904762.0,26235.0,88.0
483-71-1164,Giza,Naypyitaw,Normal,Female,Health and beauty,813.0,6,2439.0,51219.0,3/8/2019,16:43:00,Ewallet,4878.0,4761904762.0,2439.0,53.0
597-78-7908,Giza,Naypyitaw,Normal,Female,Fashion accessories,9022.0,3,13533.0,284193.0,2/18/2019,19:39:00,Cash,27066.0,4761904762.0,13533.0,62.0
700-81-1757,Alex,Yangon,Normal,Female,Electronic accessories,2631.0,5,65775.0,1381275.0,1/18/2019,20:59:00,Credit card,13155.0,4761904762.0,65775.0,88.0
354-39-5160,Alex,Yangon,Member,Female,Home and lifestyle,3442.0,6,10326.0,216846.0,2/18/2019,15:39:00,Cash,20652.0,4761904762.0,10326.0,98.0
241-72-9525,Cairo,Mandalay,Normal,Female,Sports and travel,5191.0,10,25955.0,545055.0,2/16/2019,12:21:00,Cash,5191.0,4761904762.0,25955.0,82.0
575-30-8091,Alex,Yangon,Normal,Female,Sports and travel,725.0,8,29.0,609.0,3/16/2019,19:25:00,Ewallet,580.0,4761904762.0,29.0,92.0
731-81-9469,Giza,Naypyitaw,Member,Female,Sports and travel,898.0,10,449.0,9429.0,1/23/2019,13:00:00,Credit card,898.0,4761904762.0,449.0,54.0
280-17-4359,Giza,Naypyitaw,Member,Male,Health and beauty,905.0,10,4525.0,95025.0,1/25/2019,13:48:00,Cash,905.0,4761904762.0,4525.0,81.0
338-65-2210,Giza,Naypyitaw,Member,Female,Health and beauty,686.0,10,343.0,7203.0,2/5/2019,19:57:00,Cash,686.0,4761904762.0,343.0,91.0
488-25-4221,Giza,Naypyitaw,Member,Female,Food and beverages,3041.0,1,15205.0,319305.0,2/22/2019,10:36:00,Credit card,3041.0,4761904762.0,15205.0,84.0
239-10-7476,Alex,Yangon,Normal,Female,Home and lifestyle,7795.0,6,23385.0,491085.0,1/21/2019,16:37:00,Ewallet,4677.0,4761904762.0,23385.0,8.0
458-41-1477,Giza,Naypyitaw,Normal,Female,Health and beauty,4626.0,6,13878.0,291438.0,3/8/2019,17:11:00,Credit card,27756.0,4761904762.0,13878.0,95.0
685-64-1609,Alex,Yangon,Member,Female,Fashion accessories,3014.0,10,1507.0,31647.0,2/10/2019,12:28:00,Ewallet,3014.0,4761904762.0,1507.0,92.0
568-90-5112,Giza,Naypyitaw,Normal,Male,Health and beauty,6614.0,4,13228.0,277788.0,3/19/2019,12:46:00,Credit card,26456.0,4761904762.0,13228.0,56.0
262-47-2794,Cairo,Mandalay,Member,Male,Home and lifestyle,7186.0,8,28744.0,603624.0,3/6/2019,15:07:00,Credit card,57488.0,4761904762.0,28744.0,62.0
238-49-0436,Alex,Yangon,Normal,Male,Health and beauty,3246.0,8,12984.0,272664.0,3/27/2019,13:48:00,Credit card,25968.0,4761904762.0,12984.0,49.0
608-96-3517,Cairo,Mandalay,Member,Female,Fashion accessories,9154.0,4,18308.0,384468.0,3/23/2019,19:20:00,Credit card,36616.0,4761904762.0,18308.0,48.0
584-86-7256,Giza,Naypyitaw,Member,Male,Sports and travel,3456.0,7,12096.0,254016.0,3/11/2019,16:07:00,Credit card,24192.0,4761904762.0,12096.0,73.0
746-94-0204,Alex,Yangon,Normal,Male,Fashion accessories,8324.0,9,37458.0,786618.0,1/29/2019,11:56:00,Credit card,74916.0,4761904762.0,37458.0,74.0
214-17-6927,Giza,Naypyitaw,Normal,Female,Food and beverages,1648.0,6,4944.0,103824.0,2/7/2019,18:23:00,Ewallet,9888.0,4761904762.0,4944.0,99.0
400-89-4171,Giza,Naypyitaw,Normal,Female,Sports and travel,8097.0,8,32388.0,680148.0,1/28/2019,13:05:00,Cash,64776.0,4761904762.0,32388.0,93.0
782-95-9291,Alex,Yangon,Member,Male,Food and beverages,9229.0,5,230725.0,4845225.0,2/20/2019,15:55:00,Credit card,46145.0,4761904762.0,230725.0,9.0
279-74-2924,Cairo,Mandalay,Member,Male,Electronic accessories,7217.0,1,36085.0,757785.0,1/4/2019,19:40:00,Cash,7217.0,4761904762.0,36085.0,61.0
307-85-2293,Cairo,Mandalay,Normal,Male,Home and lifestyle,5028.0,5,1257.0,26397.0,3/7/2019,13:58:00,Ewallet,2514.0,4761904762.0,1257.0,97.0
